Settings,,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATS-d_regions-goods200-bids1000_0579,1,30.9,600.0,31.05,46.84,52.0,127.09,32.92,27.87,25.47,28.29,26.84,33.35,31.85,30.95,33.84,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0579,2,27.85,600.0,33.65,44.83,75.55,129.21,33.01,27.71,25.42,29.19,26.55,39.3,34.86,28.57,36.02,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0579,3,29.26,600.0,32.23,45.18,69.43,127.47,34.02,28.3,25.44,29.38,26.67,38.33,31.53,29.89,33.77,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0579,4,28.4,600.0,30.21,51.83,56.85,129.94,47.88,24.89,25.46,29.22,25.86,37.11,35.73,28.8,38.16,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0580,0,17.04,600.0,14.02,26.36,19.6,49.2,15.75,12.82,12.8,14.55,14.6,21.7,19.11,17.31,20.58,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0580,1,14.91,600.0,13.94,26.94,24.17,47.46,15.62,12.91,12.72,15.18,14.59,18.82,19.05,15.35,19.52,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0580,2,14.96,600.0,14.29,25.96,24.29,48.62,15.55,12.75,12.82,14.35,14.8,19.06,19.48,15.28,21.45,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0580,3,15.0,600.0,14.11,27.08,22.68,60.71,15.56,12.75,12.71,14.35,14.62,19.42,17.67,15.36,20.1,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0580,4,16.97,600.0,14.03,22.34,19.8,46.75,17.79,12.76,12.64,14.28,14.54,19.39,19.21,17.23,20.2,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0581,0,36.0,600.0,32.67,67.53,202.39,280.62,46.71,37.02,29.71,37.68,43.24,69.32,73.45,36.65,59.21,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0581,1,33.04,600.0,32.74,79.12,208.23,280.44,38.51,35.65,29.74,37.49,43.69,69.05,65.08,34.09,59.9,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0581,2,37.99,600.0,33.03,65.96,218.11,275.91,44.81,35.88,29.82,37.25,41.78,67.93,58.7,37.61,64.7,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0581,3,36.68,600.0,31.33,63.38,211.26,279.29,48.66,33.94,29.59,37.57,41.3,63.21,56.45,36.92,61.94,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0581,4,33.84,600.0,32.94,70.32,204.76,281.23,42.87,34.2,29.73,37.15,41.08,74.44,65.15,34.36,76.87,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0582,0,13.46,600.0,19.98,26.89,31.86,36.99,13.89,17.26,12.7,15.09,13.65,22.1,20.74,13.5,21.54,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0582,1,13.54,600.0,20.79,32.11,33.44,31.59,14.08,17.0,12.77,15.09,13.6,22.73,20.57,13.67,23.15,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0582,2,13.69,600.0,21.98,31.65,32.15,33.91,13.81,17.49,12.66,15.15,13.83,23.62,21.91,13.58,23.97,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0582,3,13.25,600.0,19.85,27.51,51.96,33.03,14.26,17.82,12.57,15.1,13.73,22.47,15.91,13.38,21.74,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0582,4,13.2,600.0,19.83,31.07,45.56,36.65,13.44,18.22,12.64,15.06,13.58,24.66,21.62,13.53,21.86,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0583,0,38.27,600.0,40.16,56.27,432.62,417.34,52.86,40.34,58.15,37.74,37.56,54.25,66.04,39.07,52.21,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0583,1,44.25,600.0,41.92,63.55,475.8,408.8,55.74,37.51,51.52,38.17,38.99,54.75,76.9,44.63,49.71,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0583,2,37.66,600.0,36.34,58.5,224.85,406.15,51.7,38.07,46.94,35.57,38.31,64.2,55.32,38.81,53.54,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0583,3,48.17,600.0,46.59,55.99,224.79,408.3,84.71,35.89,58.0,39.24,40.57,64.25,68.52,48.22,53.77,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0583,4,36.98,600.0,41.07,55.03,211.47,405.18,77.47,40.6,51.38,35.94,39.06,64.41,79.1,37.78,49.28,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0584,0,40.03,600.0,35.14,102.95,246.28,228.37,49.44,39.73,37.6,52.44,38.24,85.11,57.77,40.92,79.89,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0584,1,40.13,600.0,34.95,105.83,215.15,230.08,48.41,36.74,37.47,39.84,37.45,86.66,50.46,41.27,75.41,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0584,2,41.03,600.0,35.0,90.48,244.54,229.57,49.35,37.24,37.38,52.65,37.82,92.06,57.75,41.84,77.09,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0584,3,40.31,600.0,38.63,109.89,226.92,230.45,47.17,37.03,37.05,53.18,36.9,83.54,49.8,41.37,73.82,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0584,4,39.61,600.0,35.1,103.38,225.76,229.78,43.92,37.26,37.34,48.17,37.7,85.23,49.21,40.33,77.7,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0585,0,45.53,600.0,36.63,48.41,101.64,321.68,51.99,30.89,34.26,58.49,46.6,48.38,40.81,46.63,48.32,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0585,1,46.92,600.0,30.27,46.3,110.24,321.48,52.29,31.59,34.43,40.5,44.63,54.61,40.52,47.44,44.94,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0585,2,45.43,600.0,45.46,51.32,110.01,323.01,53.63,47.04,34.45,38.65,44.01,52.41,39.13,46.06,47.26,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0585,3,47.15,600.0,30.43,46.06,113.48,320.7,53.49,38.3,34.57,41.43,46.3,49.63,52.74,48.19,44.37,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0585,4,46.71,600.0,36.17,43.16,93.82,321.15,51.9,38.42,34.19,40.98,45.87,51.96,58.22,47.48,44.73,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0586,0,22.53,600.0,20.8,24.06,27.4,43.59,23.34,25.98,26.76,30.79,22.03,20.8,29.98,22.66,19.08,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0586,1,22.65,600.0,20.46,22.46,28.66,43.55,23.46,25.81,26.55,31.06,21.99,21.39,28.78,23.05,17.82,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0586,2,22.56,600.0,20.43,23.02,26.49,41.04,23.33,25.83,26.76,30.74,21.95,20.09,30.16,22.96,18.89,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0586,3,22.89,600.0,20.53,23.77,34.62,43.32,23.29,26.1,26.68,30.29,22.0,19.67,30.62,22.93,18.63,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0586,4,22.42,600.0,20.62,22.86,32.38,41.29,24.67,26.11,27.01,30.35,22.03,18.89,30.14,22.89,18.82,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
